"hid01","hs01a27","hs01b10","hs01b12","hs01a01","hs01a08","h01aa001","h01aa002","h01aa007","h01aa008","w01fnum","w01cnum","w01cnum_1","w01cnum_2","w01byr01","w01gen01","w01mar01","w01rel01","w01byr02","w01gen02","w01mar02","w01rel02","w01byr03","w01gen03","w01mar03","w01rel03","w01byr04","w01gen04","w01mar04","w01rel04","w01byr05","w01gen05","w01mar05","w01rel05","w01byr06","w01gen06","w01mar06","w01rel06","w01byr07","w01gen07","w01mar07","w01rel07","w01byr08","w01gen08","w01mar08","w01rel08","w01byr09","w01gen09","w01mar09","w01rel09","w01edu01","w01grd01","w01job01","w01jpo01","w01edu02","w01grd02","w01job02","w01jpo02","w01edu03","w01grd03","w01job03","w01jpo03","w01edu04","w01grd04","w01job04","w01jpo04","w01edu05","w01grd05","w01job05","w01jpo05","w01edu06","w01grd06","w01job06","w01jpo06","w01edu07","w01grd07","w01job07","w01jpo07","w01edu08","w01grd08","w01job08","w01jpo08","w01edu09","w01grd09","w01job09","w01jpo09","h01ba001","h01ba002","h01ba003","h01ba007","h01ba008","h01ba010","h01ba011","h01ba012","h01ba013","h01ba044","h01ba045","h01ba046","h01ba047","h01ba118","h01ba119","h01ba120","h01ba121","h01ba122","h01ba123","h01ba124","h01bb001","h01bb003","h01bb004","h01bb005","h01bb006","h01bb007","h01bb008","h01bb009","h01bb010","h01bb011","h01bb012","h01bb013","h01bb014","h01bb015","h01bb016","h01bb017","h01bb018","h01bb019","h01bb020","h01bb021","h01bb022","h01bb023","h01bb024","h01bb025","h01bb026","h01bb027","h01bb028","h01bb029","h01bb030","h01bb038","h01bb039","h01bb053","h01bb201","h01bb203","h01bb205","h01inc","h01inc_a","h01inc_b","h01exp","h01exp_a","h01exp_b","h01ca001","h01ca002","h01exp_cb","h01cb001","h01cb002","h01cb003","h01cb004","h01cb005","h01cb006","h01cb007","h01cb008","h01cb009","h01cb010","h01cb011","h01cb012","h01cb013","h01cb014","h01cb015","h01cb016","h01exp_cc","h01cc001","h01cc002","h01cc003","h01cc004","h01cc005","h01exp_cd","h01cd001","h01cd002","h01cd003","h01cd004","h01exp_ce","h01ce001","h01ce004","h01ce005","h01ce006","h01ce007","h01ce008","h01ce009","h01ce010","h01ce011","h01ce012","h01ce013","h01ce014","h01ce015","h01ce016","h01ce017","h01ce018","h01ce019","h01exp_cf","h01exp_cg","h01cg001","h01cg002","h01cg003","h01cg004","h01cg005","h01cg006","h01cg007","h01cg008","h01cg009","h01cg010","h01exp_ch","h01ch001","h01exp_ci","h01ch002","h01ch003","h01ch004","h01ch005","h01ch006","h01ch007","h01ch008","h01ch009","h01ch010","h01ch011","h01exp_cj","h01cj001","h01cj002","h01cj003","h01cj004","h01cj005","h01cj006","h01exp_ck","h01ck007","h01ck008","h01exp_cl","h01exp_cm","h01exp_cn","h01cn001","h01cn002","h01exp_co","h01co002","h01co004","h01co005","h01co201","h01co006","h01co008","h01co120","h01co009","h01co011","h01co012","h01co202","h01co013","h01co015","h01co121","h01co016","h01co018","h01co019","h01co203","h01co020","h01co022","h01co122","h01co023","h01co025","h01co026","h01co204","h01co027","h01co029","h01co123","h01co108","h01co104","h01co105","h01co106","h01co107","h01exp_cp","h01cp101","h01cp001","h01cp002","h01cp003","h01cp004","h01cp005","h01cp006","h01cp007","h01exp_cq","h01cq011","h01cq001","h01cq002","h01cq003","h01cq004","h01cq005","h01cq006","h01cq007","h01cq008","h01cq009","h01cq010","h01exp_cr","h01cr001","h01cr003","h01cr004","h01cr005","h01cr006","h01cr007","h01cr008","h01cr009","h01cr010","h01cr011","h01cr012","h01cr013","h01cr014","h01cr015","h01cr016","h01cr017","h01exp_cs","h01exp_ct","h01ct001","h01ct002","h01exp_cu","h01cu001","h01cu002","h01da001","h01da002","h01da003","h01da004","h01dc001","h01dc003","h01dc004","h01dc011","h01dc013","h01dc014","h01dc021","h01dc023","h01dc024","h01dc031","h01dd001","h01dd003","h01dd010","h01dd011","h01dd013","h01dd020","h01dd021","h01dd023","h01dd030","h01dd031","h01de001","h01de002","h01de003","h01de004","h01ea001","h01ea002","h01ea003","h01ea004","h01eb001","h01eb003","h01eb004","h01eb006","h01eb008","h01eb009","h01eb011","h01eb013","h01eb014","h01eb016","h01eb018","h01eb019","h01eb021","h01ec001","h01ec003","h01ec004","h01ec006","h01ec008","h01ec009","h01ec011","h01ec013","h01ec014","h01ec016","h01ec018","h01ec019","h01ec021","h01fa001","h01fa002","h01fa003","h01fa004","h01fa005","h01fa006","h01fa007","h01fa008","h01fa011","h01fa012","h01fa013","h01fa014","h01fa015","h01fa016","h01fb030","h01fb031","h01fb009","h01fb010","h01fb011","h01fb012","h01fb013","h01fb014","h01fb015","h01fb016","h01fb017","h01fb018","h01fb025","h01fb026","h01fb019","h01fb020","h01fb001","h01fb002","h01fc100","h01fc001","h01fc002","h01fc003","h01fc004","h01fc005","h01fc006","h01fc007","h01fc011","h01fc012","h01fc014","h01fc015","h01fc016","h01fc017","h01ka002","h01ka004","h01ka005","h01ka009","h01ka010","h01ka014","h01ka015","h01ka019","h01ka020","h01ka024","h01ka025","h01ka029","h01ka030","h01ka034","h01ka035","h01ka040","h01ka041","h01ka044","h01ka045","hpid01","hpid02","hpid03","hpid04","hpid05","hpid06","hpid07","hpid08","hpid09","h01cwt","version1"
12353,1,25,1,2,42561,1,2,4,1,4,2,0,2,1961,1,1,1,1961,2,1,2,1991,2,4,3,1995,2,4,3,,,,,,,,,,,,,,,,,,,,,6,2,4,1,6,2,12,,4,1,14,,3,1,14,,,,,,,,,,,,,,,,,,,,,,2,2,,2500,,,,89.1,66,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2000,2000,0,2424.39990234375,1904.39990234375,520,2,190,30,1,30,1,5,1,3,1,2,1,10,2,,2,,2,,1020,1,70,1,15,4,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,284.399993896484,1,2.7,2,,1,20,1,1,2,,84,1,,60,1,24,2,,,2,,2,,0,2,,2,,2,,0,2,,,,36,1,36,440,1235303,4,1,360,180,180,,1235304,3,1,80,20,60,,,,,,,,,,,,,,,,2,,,,,10,1,10,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,240,1,240,60,1,60,1,90,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2500,1,2000,2,,,2,,,1,2000,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,1235301,1235302,1235303,1235304,,,,,,2204.884588,1.72000002861023
12354,1,25,1,2,42561,1,2,2,1,2,0,0,0,1947,1,1,1,1953,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,7,3,3,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10000,,,,,89,73,,,,,2,2,,2,,,,1,3,338,1999,1999,2200,2900,1,,,,,,,,,,,,,,,,,,,,,,1,80,1,,30,,2040,2040,0,1723.80004882813,1583.80004882813,140,2,120,19,1,19,1,10,1,4,1,4.5,2,,2,,2,,2,,960,1,50,1,30,1,0,2,,2,,90,1,1235401,7.5,26,0.25,,,,,,,,,,,,,,94.8000030517578,2,,1,1.5,1,6,1,0.4,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,60,1,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,2,,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,80,1,80,0,2,,1,60,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,3000,2,,2,,2,,2,,2,,2,,1,10000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,2,2,,,,,,,,,,,,,,,,1235401,1235402,,,,,,,,2567.072694,1.72000002861023
12355,1,25,1,2,42561,1,1,3,2,3,0,0,0,1944,1,1,1,1955,2,1,2,1979,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,3,3,2,7,1,6,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10000,,,,,89,73,,,,,2,2,,2,,,,1,2,207,1998,2004,450,900,1,,,,,,,,,,,,,,,,,,,,,,1,70,1,50,,,4560,4560,0,3303.60009765625,2892.60009765625,411,3,210,13,1,13,1,4.5,1,3,1,3.5,2,,2,,2,,2,,1080,1,90,2,,5,12,1,1,2,,0,2,,,,,,,,,,,,,,,,,,183.600006103516,1,2.8,1,3,1,8.5,1,1,2,,24,1,,24,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,60,1,60,900,1235503,6,2,900,900,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,20,1,20,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,70,1,70,144,1,144,1,30,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,10000,2,,1,14000,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,1,2,1,1,2,,,,,,,,,,,,,,1235501,1235502,1235503,,,,,,,2567.072694,1.72000002861023
12356,1,25,1,2,42561,1,1,3,0,3,0,0,0,1959,2,1,1,1982,1,4,3,1985,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,4,2,12,,5,2,13,,6,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10000,,,,,89,73,,,,,3,2,,2,,,,1,1,120,1997,2006,200,1800,1,,,,,,,,,,,,,,,,,,,,,,1,60,1,40,,,2000,2000,0,2934.80004882813,2524.80004882813,410,2,180,12,1,12,1,3.5,1,1,1,5,2,,2,,2,,2,,576,1,30,1,18,4,24,1,2,2,,90,1,1235602,7.5,6,0.25,,,,,,,,,,,,,,304.799987792969,1,2.8,1,2.2,1,20,1,0.4,2,,48,1,,24,1,24,2,,,2,,2,,0,2,,2,,2,,0,2,,,,60,1,60,900,1235603,6,2,900,900,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,30,1,30,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,180,1,180,0,2,,1,200,2,,1,1235601,3,30,,,,,,,1,7,1235601,2000,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,10000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,0,2,,2,,2,,,,,,,,,,,,,,1235601,1235602,1235603,,,,,,,2627.403479,1.72000002861023
12357,1,25,1,2,42561,1,2,4,1,4,0,0,0,1958,1,1,1,1957,2,1,2,1983,1,4,3,1987,1,4,3,,,,,,,,,,,,,,,,,,,,,3,2,4,4,4,2,12,,6,1,14,,6,1,14,,,,,,,,,,,,,,,,,,,,,,2,1,8000,,,,,89.1,66,,,,,2,2,,2,,,,1,1,123,2001,2006,600,2000,1,,,,,,,,,,,,,,,,,,,,,,1,65,1,,,20,3000,3000,0,1965.80004882813,1100.80004882813,865,3,100,26,1,26,1,3,1,2,2,,1,10,2,,1,1.1,2,,300,1,20,1,5,4,0,2,,2,,84,1,1235701,7,29,0.23,,,,,,,,,,,,,,274.799987792969,1,2.5,1,1.5,1,18,1,0.9,2,,156,1,,120,1,36,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,1235703,6,2,0,0,0,,1235704,6,2,0,0,0,,,,,,,,,,,,,,,,2,,,,,20,1,20,2,,2,,2,,0,2,2,,2,,2,,2,,2,,20,1,1235702,5,20,,,,,,,,,,,,,,465,1,465,100,1,100,1,100,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,8000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,1235701,1235702,1235703,1235704,,,,,,4255.760721,1.72000002861023
12358,1,26,1,2,961779,1,1,5,2,5,0,0,0,1945,1,1,1,1927,2,1,5,1956,2,1,2,1978,1,4,3,1980,2,4,3,,,,,,,,,,,,,,,,,2,2,8,3,1,,12,,2,2,4,3,4,2,13,,4,2,13,,,,,,,,,,,,,,,,,,3,1,8000,,,,,82.5,75.9,,,,,2,2,,2,,,,1,2,205,2004,2004,1400,1800,1,,,,,,,,,,,,,,,,,,,,,,1,50,1,,,10,1812,1812,0,1342.40002441406,1160.40002441406,182,2,150,18,1,18,1,7,1,2,1,7,2,,2,,2,,2,,600,1,40,1,10,4,24,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,248.399993896484,1,3,1,2,1,15,1,0.7,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,150,1,150,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,50,1,50,122,1,122,1,10,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,1,1235802,3,1,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,8000,2,,2,,2,,2,,2,,2,,2,,2,,1,3000,2,,,2,,,1,3000,2,,2,,3,1,2,1,2,1,2,2,,2,,,,,,,,,,1235801,1235802,1235803,1235804,1235805,,,,,2282.154254,1.72000002861023
12359,1,26,1,2,961779,1,1,2,1,2,0,0,0,1946,1,1,1,1948,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,8,3,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,10000,,,,,89.1,82.5,,,,,2,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,816,816,0,534.400024414063,504.400024414063,30,1,80,18,1,18,1,5,1,2,1,6,2,,2,,2,,2,,360,1,30,2,,5,24,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,92.4000015258789,2,,1,2,1,5,1,0.7,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,10,1,10,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,1,30,2,,2,,,,,,,,,,1,5,1235901,100,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,10000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,1,2,1,2,,,,,,,,,,,,,,,1235901,1235902,,,,,,,,2009.087026,1.72000002861023
12360,1,26,1,2,961779,1,1,1,0,1,0,0,0,1948,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,10000,,,,,85.8,79,,,,,2,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,800,800,0,1021.79998779297,981.799987792969,40,1,100,25,1,25,1,6,1,2,1,7,2,,2,,2,,2,,600,1,50,2,,5,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,106.800003051758,1,3,1,2,1,3,1,0.9,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,250,1,250,1,100,2,,2,,0,2,2,,2,,2,,2,,2,,30,1,1236001,5,30,,,,,,,,,,,,,,0,2,,0,2,,1,10,2,,2,,,,,,,,,,1,5,1236001,650,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2000,2,,2,,2,,2,,2,,2,,1,10000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,1,1,2,,,,,,,,,,,,,,,,,1236001,,,,,,,,,3084.64241,1.72000002861023
12361,1,26,1,2,961779,1,3,3,2,3,0,0,0,1951,1,1,1,1955,2,1,2,1979,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,1,4,2,12,,5,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10000,,,82.5,75.9,,,,,,,3,2,,2,,,,1,1,119,2000,2000,1500,1800,1,,,,,,,,,,,,,,,,,,,,,,1,40,1,25,,,5900,5900,0,,,622,4,200,27,1,27,1,5,1,2,2,,1,8,2,,1,2,2,,720,1,50,1,10,4,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,188.399993896484,1,3,1,2,1,10,1,0.7,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,30,1,30,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,400,1,400,180,1,180,1,20,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,10000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,1,1,2,,1,1,,,,,,,,,,,,,1236101,1236102,1236103,,,,,,,2209.578535,1.72000002861023
12362,1,26,1,2,961779,1,1,4,1,4,2,0,2,1967,1,1,1,1970,2,1,2,1997,2,4,3,2000,2,4,3,,,,,,,,,,,,,,,,,,,,,4,2,4,4,4,2,12,,2,1,14,,2,1,14,,,,,,,,,,,,,,,,,,,,,,1,2,,2500,,49.5,46.2,,,,,,,2,2,,2,,,,1,1,124,1998,1998,580,900,1,2,207,1998,1998,580,800,1,,,,,,,,,,,,,,,1,80,1,25,,,2500,2500,0,2441,1947,494,3,200,10,1,10,1,4,1,2,2,,1,2,2,,1,2,2,,660,1,45,1,10,4,24,1,2,2,,0,2,,,,,,,,,,,,,,,,,,120,1,2,1,2,1,4,1,2,2,,228,1,,36,1,120,2,,,1,24,1,48,5,1,5,2,,2,,0,2,,,,0,2,,570,1236203,2,1,35,0,35,200,1236204,2,1,35,0,35,300,,,,,,,,,,,,,,,2,,,,,30,1,30,2,,2,,2,,0,2,2,,2,,2,,2,,2,,24,1,1236201,3,24,,,,,,,,,,,,,,320,1,320,70,1,70,1,20,2,,1,1236201,3,60,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2000,1,2000,2,,1,3000,1,250,1,2000,2,,2,,2,,1,3300,2,,2,,2,,2,,2,,1,2500,2,,2,,,2,,,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,1236201,1236202,1236203,1236204,,,,,,3162.884162,1.72000002861023
12363,1,26,1,2,961779,1,3,4,2,4,1,0,1,1959,1,1,1,1964,2,1,2,1989,1,4,3,1991,2,4,3,,,,,,,,,,,,,,,,,,,,,4,2,3,1,4,2,4,4,6,1,14,,4,1,14,,,,,,,,,,,,,,,,,,,,,,2,1,10000,,,,,85.8,79.2,,,,,4,2,,2,,,,1,3,323,2002,2002,1800,1800,1,,,,,,,,,,,,,,,,,,,,,,1,40,1,25,,,4800,4800,0,,,206,4,250,26,1,26,1,5,1,3,1,8,2,,2,,2,,2,,720,1,50,1,10,4,36,1,2,1,1,90,1,1236301,7.5,24,0.25,,,,,,,,,,,,,,202.800003051758,1,3,1,3,1,10,1,0.9,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,960,1236303,6,1,350,350,0,,1236304,4,1,250,160,90,360,,,,,,,,,,,,,,,2,,,,,100,1,100,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,40,1,40,120,1,120,1,30,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,2000,2,,2,,2,,2,,2,,2,,1,10000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,1,1,1,2,2,,2,,,,,,,,,,,,1236301,1236302,1236303,1236304,,,,,,3990.10002,1.72000002861023
12364,1,26,1,2,961779,1,1,2,1,2,0,0,0,1936,1,1,1,1937,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,13,,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10000,,,,,82.5,79,,,,,4,2,,2,,,,1,3,345,1995,1995,600,800,1,,,,,,,,,,,,,,,,,,,,,,1,24,1,10,,,1225.19995117188,1225.19995117188,0,990.400024414063,936.400024414063,54,2,100,24,1,24,1,5,1,2,1,7,2,,2,,2,,2,,480,1,30,1,10,4,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,92.4000015258789,2,,1,2,1,5,1,0.7,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,120,1,120,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,100,1,100,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,24,1,24,0,2,,1,30,2,,2,,,,,,,,,,1,5,1236401,600,,,,,,,2,,2,,2,,,,1,1236401,3,1.1,1236402,3,1,,,,,,,2,,,,,,,,,,,,,1,10000,2,,2,,2,,2,,2,,2,,1,10000,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,1,2,1,2,,,,,,,,,,,,,,,1236401,1236402,,,,,,,,2534.540556,1.72000002861023
12365,1,26,1,2,61525,1,2,2,2,2,0,0,0,1976,1,1,1,1976,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2,1,6,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,9000,,,,89.1,82.5,,,,,2,2,,2,,,,1,1,113,1997,2002,600,1600,1,2,207,2002,2004,400,1500,1,,,,,,,,,,,,,,,1,110,1,35,,,6000,6000,0,,,1491,4,200,28,1,28,1,3.5,1,1,1,3,2,,2,,2,,2,,540,1,20,1,25,3,60,1,5,2,,0,2,,,,,,,,,,,,,,,,,,134.399993896484,1,3,2,,1,7,1,1.2,2,,156,1,,120,1,36,2,,,2,,2,,36,1,36,2,,2,,0,2,,,,360,1,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,10,1,10,2,,2,,2,,0,2,2,,2,,2,,2,,2,,6,1,1236502,3,6,,,,,,,,,,,,,,854,1,854,144,1,144,1,80,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1000,2,,2,,2,,2,,1,600,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,9000,1,3000,2,,,2,,,2,,2,,1,3000,2,1,1,1,1,,,,,,,,,,,,,,,1236501,1236502,,,,,,,,4807.337955,1.72000002861023
12366,1,26,1,2,61525,1,3,4,2,4,0,0,0,1937,1,1,1,1946,2,1,2,1974,1,4,3,1981,1,4,3,,,,,,,,,,,,,,,,,,,,,1,,7,4,1,,12,,6,2,4,4,4,2,13,,,,,,,,,,,,,,,,,,,,,,2,1,17000,,,,,115.5,108.9,,,,,3,2,,2,,,,1,1,127,1992,1996,260,1500,1,3,347,1993,2005,600,7000,2,,,,,,,,,,,,,,,1,180,1,20,,,3560,3560,0,2308.2001953125,1549.2001953125,759,3,250,50,1,50,1,15.8,1,1.5,1,15,2,,2,,2,,2,,600,1,50,2,,5,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,308.399993896484,1,3,1,1.5,1,20,1,1.2,2,,100.800003051758,1,,40.8,1,60,2,,,2,,2,,100,2,,1,100,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,150,1,150,1,100,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,180,1,180,119,1,119,1,100,2,,2,,,,,,,,,,2,,,,,,,,,,2,,2,,2,,,,1,1236601,2,5,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,17000,2,,2,,2,,2,,2,,2,,2,,2,,1,2000,1,2000,360,2,,,2,,2,,2,,2,1,1,2,,1,1,2,,,,,,,,,,,,1236601,1236602,1236603,1236604,,,,,,2879.025366,1.72000002861023
12367,1,26,1,2,961779,1,1,3,3,3,0,0,0,1953,1,1,1,1958,2,1,2,1983,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,4,2,7,1,4,2,4,4,6,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,18000,,,,,118.8,112.2,,,,,2,2,,2,,,,1,1,119,2006,2006,2000,2000,1,,,,,,,,,,,,,,,,,,,,,,1,38,1,25,,,10005,10005,0,4190.89990234375,2381,1809.90002441406,6,500,25,1,25,1,8,1,2,1,10,2,,2,,2,,2,,1200,1,70,1,30,3,120,1,5,1,5,90,1,1236701,7.5,24,0.25,,,,,,,,,,,,,,276,1,3,1,2.5,1,15,1,2.5,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,240,1,240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,130,1,130,1,100,2,,2,,0,2,2,,2,,2,,2,,2,,300,1,1236701,5,300,,,,,,,,,,,,,,288,1,288,198,1,198,1,100,2,,1,1236701,5,100,1236701,3,50,,,,2,,,,,,,,,,2,,2,,2,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,5000,2,,2,,2,,2,,2,,2,,1,18000,2,,1,50000,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,3,1,1,1,2,1,1,,,,,,,,,,,,,1236701,1236702,1236703,,,,,,,2787.468306,1.72000002861023
12368,1,26,1,2,961779,1,2,2,0,2,0,0,0,1924,1,1,1,1933,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,13,,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7000,,,49.5,30.5,,,,,,,3,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,198,198,0,179.199996948242,179.199996948242,0,1,20,10,1,10,1,3,1,1,2,,1,5,2,,1,1,2,,120,1,10,2,,5,0,2,,2,,0,2,,,,,,,,,,,,,,,,,,19.2000007629395,2,,1,1,2,,1,0.6,2,,0,2,,,2,,2,,,2,,2,,0,2,,2,,2,,0,2,,,,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,30,1,30,2,,2,,2,,0,2,2,,2,,2,,2,,2,,0,2,,,,,,,,,,,,,,,,,0,2,,0,2,,2,,2,,2,,,,,,,,,,1,5,1236801,30,,,,,,,2,,2,,2,,,,1,1236801,3,1,1236802,3,1,,,,,,,2,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,7000,2,,2,,2,,2,,2,,2,,2,,2,,1,300,2,,,2,,,2,,1,300,2,,2,1,2,1,2,,,,,,,,,,,,,,,1236801,1236802,,,,,,,,1545.451558,1.72000002861023
